,title,release_date,genre,run_time,certification,user_score,original_language,movie_budget,movie_revenue,keywords,actors,director_list
0,Jack,08/09/1996 ,"['Comedy', 'Drama', 'Science Fiction']",1h 53m,PG-13,62,English,45000000,58620973,"['age difference', 'body exchange', 'genetics']","['Robin Williams', 'Diane Lane', 'Brian Kerwin', 'Jennifer Lopez', 'Bill Cosby', 'Fran Drescher', 'Adam Zolotin', 'Irwin Corey']",['Francis Ford Coppola']
0,Daddy's Home 2,11/10/2017 ,['Comedy'],1h 40m,PG-13,62,English,69000000,180613180,"['holiday', 'sequel', 'christmas']","['Will Ferrell', 'Mark Wahlberg', 'John Lithgow', 'Mel Gibson', 'Linda Cardellini', 'John Cena', 'Alessandra Ambrosio', 'Owen Vaccaro']",['Sean Anders']
0,I Spit on Your Grave 2,08/25/2013 ,"['Thriller', 'Horror', 'Crime']",1h 46m,R,62,English,,678604,"['rape', 'exploitation', 'bulgaria', 'sequel', 'revenge', 'model', 'american express']","['Jemma Dallender', 'Joe Absolom', 'Yavor Baharov', 'Aleksandar Aleksiev', 'Mary Stockley', 'Michael Dixon', 'Valentine Pelka', 'Peter Silverleaf']",['Steven R. Monroe']
0,The Arrival,05/31/1996 ,"['Science Fiction', 'Thriller']",1h 55m,PG-13,62,English,25000000,14063331,"['greenhouse effect', 'global warming', 'extraterrestrial', 'astronomer', 'conspiracy', 'scientist', 'foot chase', 'desert', 'climatologist', 'observatory', 'alien language', 'golf club', 'volkswagen beetle', 'liquid nitrogen', 'screwdriver', 'cosmic zoom', 'radio telescope', 'satellite dish']","['Charlie Sheen', 'Lindsay Crouse', 'Richard Schiff', 'Ron Silver', 'Teri Polo', 'Phyllis Applegate', 'Tony T. Johnson', 'Alan Coates']",['David Twohy']
0,Rules of Engagement,04/07/2000 ,"['Action', 'Adventure', 'Drama', 'History', 'War']",2h 8m,R,62,English,60000000,71000000,"['vietnam veteran', 'wound', 'court case', 'colony', 'life-saver', 'lawyer']","['Tommy Lee Jones', 'Samuel L. Jackson', 'Guy Pearce', 'Ben Kingsley', 'Bruce Greenwood', 'Anne Archer', 'Blair Underwood', 'Philip Baker Hall']",['William Friedkin']
0,The Punisher,04/16/2004 ,"['Action', 'Crime', 'Drama']",2h 4m,R,62,English,33000000,54700105,"['chain', 'submachine gun', 'undercover', 'smuggling', 'twin brother', 'based on comic', 'one man army', 'massacre', 'family reunion', 'pier']","['Thomas Jane', 'John Travolta', 'Will Patton', 'Roy Scheider', 'Laura Harring', 'Ben Foster', 'Samantha Mathis', 'James Carpinello']",['Jonathan Hensleigh']
0,Night at the Museum: Secret of the Tomb,12/19/2014 ,"['Adventure', 'Comedy', 'Fantasy', 'Family']",1h 37m,PG,61,English,127000000,363204635,"['night watchman', 'museum', 'natural history', 'history', 'smithsonian']","['Ben Stiller', 'Rami Malek', 'Rebel Wilson', 'Robin Williams', 'Owen Wilson', 'Dick Van Dyke', 'Rachael Harris', 'Ben Kingsley']",['Shawn Levy']
0,Mama,01/18/2013 ,['Horror'],1h 40m,PG-13,61,English,15000000,146497771,['supernatural'],"['Jessica Chastain', 'Nikolaj Coster-Waldau', 'Megan Charpentier', 'Isabelle Nélisse', 'Daniel Kash', 'Melina Matthews', 'Morgan McGarry', 'Javier Botet']",['Andy Muschietti']
0,The Tourist,12/10/2010 ,"['Action', 'Thriller', 'Romance']",1h 43m,PG-13,61,English,100000000,278731369,"['paris, france', 'hotel', 'false identity', 'undercover agent']","['Johnny Depp', 'Angelina Jolie', 'Paul Bettany', 'Timothy Dalton', 'Steven Berkoff', 'Rufus Sewell', 'Christian De Sica', 'Alessio Boni']",['Florian Henckel von Donnersmarck']
0,District 13: Ultimatum,02/05/2010 ,"['Action', 'Thriller', 'Crime']",1h 41m,R,61,French,15000000,8786375,"['prison', 'corruption', 'street gang', 'martial arts', 'ghetto', 'evidence', 'chase', 'delinquency', 'parkour', 'sequel', 'prison escape', 'shootout', 'drug dealing', 'violence', 'fighting', 'duringcreditsstinger', 'hand to hand combat']","['Cyril Raffaelli', 'David Belle', 'Philippe Torreton', 'Daniel Duval', 'Élodie Yung', ""MC Jean Gab'1"", 'James Deano', 'La Fouine']",['Patrick Alessandrin']
0,Vacancy,04/20/2007 ,"['Horror', 'Thriller']",1h 20m,R,61,English,19000000,35300645,"['motel', 'hidden camera', 'remoteness', 'deception', 'psychological thriller', 'killer', 'trapped', 'survival horror', 'estranged couple', 'broken down car', 'one night', 'isolated']","['Kate Beckinsale', 'Luke Wilson', 'Ethan Embry', 'Scott G. Anderson', 'Frank Whaley', 'Mark Casella', 'David Doty']",['Nimród Antal']
0,Wolf Creek,01/01/2005 ,"['Horror', 'Thriller']",1h 39m,R,61,English,1000000,27762648,"['australian', 'tourist', 'backpacker', 'british', 'cult film', 'outback']","['John Jarratt', 'Cassandra Magrath', 'Kestie Morassi', 'Nathan Phillips', 'Andy McPhee', 'Darren Humphreys', 'Teresa Palmer']",['Greg McLean']
0,House of 1000 Corpses,04/11/2003 ,['Horror'],1h 29m,R,61,English,7000000,17949758,"['upper class', 'halloween', 'psychopath', 'urban legend', 'youth', 'cult film', 'satanic ritual']","['Sid Haig', 'Bill Moseley', 'Sheri Moon Zombie', 'Karen Black', 'Erin Daniels', 'Chris Hardwick', 'Rainn Wilson', 'Jennifer Jostyn']",['Rob Zombie']
0,Message in a Bottle,02/22/1999 ,"['Romance', 'Drama']",2h 11m,PG-13,61,English,80000000,118880016,"['sailboat', 'anonymous letter', 'sailing', 'love letter', 'bottle', 'cape cod', 'message in a bottle']","['Kevin Costner', 'Robin Wright', 'Paul Newman', 'John Savage', 'Illeana Douglas', 'Robbie Coltrane', 'Jesse James', 'Bethel Leslie']",['Luis Mandoki']
0,Femme Fatale,11/06/2002 ,"['Thriller', 'Crime', 'Romance']",1h 54m,R,61,English,35000000,16838910,"['paris, france', 'france', 'new identity', 'paparazzi']","['Rebecca Romijn', 'Antonio Banderas', 'Peter Coyote', 'Rie Rasmussen', 'Gregg Henry', 'Ériq Ebouaney', 'Edouard Montoute', 'Thierry Frémont']",['Brian De Palma']
0,In the Shadow of the Moon,09/28/2019 ,"['Mystery', 'Science Fiction', 'Thriller']",1h 55m,R,61,English,,,"['philadelphia', 'detective', 'time travel', 'serial killer', 'hospital', 'grave digger']","['Boyd Holbrook', 'Cleopatra Coleman', 'Michael C. Hall', 'Bokeem Woodbine', 'Sarah Dugdale', 'Rudi Dharmalingam', 'Rachel Keller', 'Quincy Kirkwood']",['Jim Mickle']
0,Astro Boy,10/23/2009 ,"['Animation', 'Action', 'Family', 'Science Fiction']",1h 34m,PG,61,English,10000000,19551067,"['hero', 'future', 'superhero', 'children', 'robot', 'family']","['Nicolas Cage', 'Freddie Highmore', 'Kristen Bell', 'Donald Sutherland', 'Bill Nighy', 'Eugene Levy', 'Sterling Beaumon', 'Nathan Lane']",['David Bowers']
0,Kung Pow: Enter the Fist,01/25/2002 ,"['Action', 'Comedy']",1h 21m,PG-13,61,English,,,"['loss of loved one', 'invulnerability', 'spoof', 'super power', 'evil', 'murder hunt']","['Hui Lou Chen', 'Tad Horino', 'Steve Oedekerk', 'Jennifer Tung', 'Ming Lo', 'Peggy Lu', 'Liu Chia-Liang']",['Steve Oedekerk']
0,Mad Max Beyond Thunderdome,07/08/1985 ,"['Action', 'Adventure', 'Science Fiction']",1h 47m,PG-13,61,English,10000000,36230219,"['dictator', 'dwarf', 'arena', 'sandstorm', 'dystopia', 'camel', 'australia', 'ex-cop', 'oasis', 'sequel', 'children', 'tribe', 'wasteland', 'desert', 'cult film', 'adventurer', 'post nuclear']","['Mel Gibson', 'Tina Turner', 'Helen Buday', 'Bruce Spence', 'Angelo Rossitto', 'Adam Cockburn', 'Frank Thring', 'Paul Larsson']","['George Ogilvie', 'George Miller']"
0,Click,06/22/2006 ,"['Comedy', 'Drama', 'Fantasy', 'Romance']",1h 47m,PG-13,61,English,82500000,237681299,"['regret', 'workaholic', 'heart attack', 'architect', 'dying and death', 'time travel', 'remote control', 'children', 'liposuction', 'hospital', 'wedding', 'dog', 'second chance', 'alternate reality', 'fatherhood', 'obese']","['Adam Sandler', 'Kate Beckinsale', 'Christopher Walken', 'David Hasselhoff', 'Henry Winkler', 'Julie Kavner', 'Sean Astin', 'Joseph Castanon']",['Frank Coraci']
0,The Company You Keep,04/04/2013 ,"['Drama', 'Thriller']",2h 1m,R,61,English,,19633027,['journalist'],"['Robert Redford', 'Shia LaBeouf', 'Julie Christie', 'Susan Sarandon', 'Nick Nolte', 'Chris Cooper', 'Terrence Howard', 'Stanley Tucci']",['Robert Redford']
0,Deliver Us from Evil,07/02/2014 ,"['Thriller', 'Crime', 'Horror']",1h 58m,R,61,English,30000000,87937815,"['detective', 'confession', 'cave', 'lion', 'zoo', 'bible', 'latin', 'basement', 'priest', 'possessed', 'demon', 'catholic', 'occult', 'police investigation', 'demonic possession', 'iraq veteran', 'neo-noir', 'security video']","['Eric Bana', 'Edgar Ramírez', 'Olivia Munn', 'Joel McHale', 'Sean Harris', 'Chris Coy', 'Dorian Missick', 'Mike Houston']",['Scott Derrickson']
0,The Eagle,02/11/2011 ,"['Adventure', 'Drama']",1h 54m,PG-13,61,English,25000000,27122040,"['scotland', 'roman empire', 'slavery', 'ancient rome', 'eagle', 'honor', 'disappearance', 'ancient world', 'britain', 'slave', 'scottish highlands', '2nd century', 'hadrian’s wall']","['Channing Tatum', 'Mark Strong', 'Jamie Bell', 'Donald Sutherland', ""Denis O'Hare"", 'Tahar Rahim', 'Dakin Matthews', 'Douglas Henshall']",['Kevin Macdonald']
0,Outlander,04/24/2008 ,"['Fantasy', 'Action', 'Science Fiction']",1h 55m,R,61,English,50000000,7033683,"['norway', 'predator', 'monster', 'flying saucer', 'viking', 'alien', 'alien invasion']","['Jim Caviezel', 'Sophia Myles', 'Jack Huston', 'Ron Perlman', 'John Hurt', 'Cliff Saunders', 'Patrick Stevenson', 'Aidan Devine']",['Howard McCain']
0,The Hustle,05/10/2019 ,['Comedy'],1h 34m,PG-13,61,English,,32677774,"['competition', 'bet', 'remake', 'con artist', 'aftercreditsstinger']","['Anne Hathaway', 'Rebel Wilson', 'Alex Sharp', 'Ingrid Oliver', 'Nicholas Woodeson', 'Timothy Simons', 'Douggie McMeekin', 'Ashley McGuire']",['Chris Addison']
0,The Zero Theorem,08/19/2014 ,"['Drama', 'Fantasy', 'Science Fiction']",1h 47m,R,61,English,8500000,770706,"['virtual reality', 'dystopia', 'computer']","['Christoph Waltz', 'David Thewlis', 'Mélanie Thierry', 'Lucas Hedges', 'Matt Damon', 'Ben Whishaw', 'Tilda Swinton', 'Sanjeev Bhaskar']",['Terry Gilliam']
0,Eat Pray Love,08/12/2010 ,['Drama'],2h 13m,PG-13,61,English,60000000,204594016,"['italy', 'change', 'indonesia', 'love', 'travel', 'female protagonist', 'india', 'divorce', 'around the world', 'bali', 'life', 'inner peace']","['Julia Roberts', 'James Franco', 'Javier Bardem', 'Billy Crudup', 'Richard Jenkins', 'Viola Davis', 'I. Gusti Ayu Puspawati', 'Hadi Subiyanto']",['Ryan Murphy']
0,Zoolander,09/28/2001 ,['Comedy'],1h 29m,PG-13,61,English,28000000,60780981,"['male model', 'time magazine', 'fashion show', 'fictional awards show', 'lincoln assassination', 'coal mine', 'modeling']","['Ben Stiller', 'Owen Wilson', 'Christine Taylor', 'Will Ferrell', 'Milla Jovovich', 'Jerry Stiller', 'David Duchovny', 'Jon Voight']",['Ben Stiller']
0,Conquest of the Planet of the Apes,06/29/1972 ,"['Action', 'Science Fiction']",1h 28m,PG,61,English,1700000,9700000,"['circus', 'pet', 'dystopia', 'insurrection', 'army', 'ape']","['Roddy McDowall', 'Don Murray', 'Ricardo Montalban', 'Hari Rhodes', 'Severn Darden', 'Lou Wagner', 'Natalie Trundy', 'John Randolph']",['J. Lee Thompson']
0,The Inbetweeners 2,08/06/2014 ,['Comedy'],1h 36m,R,61,English,,,"['holiday', 'australia', 'vacation']","['Simon Bird', 'James Buckley', 'Blake Harrison', 'Joe Thomas', 'Emily Berrington', 'Freddie Stroma', 'David Field', 'Belinda Stewart-Wilson']","['Damon Beesley', 'Iain Morris']"
0,Lionheart,01/11/1991 ,['Action'],1h 45m,R,61,English,6000000,24271196,"['upper class', 'drug dealer', 'foreign legion', 'fistfight', 'foreign legionaire', 'revenge']","['Jean-Claude Van Damme', 'Harrison Page', 'Deborah Rennard', 'Ashley Johnson', 'Brian Thompson', 'Lisa Pelikan', 'Billy Blanks', 'Tony Halme']",['Sheldon Lettich']
0,A Bigger Splash,05/13/2016 ,"['Crime', 'Drama', 'Mystery', 'Thriller']",2h 5m,R,61,English,,7545758,"['italy', 'fish', 'rock star', 'vacation', 'rock concert']","['Tilda Swinton', 'Matthias Schoenaerts', 'Ralph Fiennes', 'Dakota Johnson', 'Aurore Clément', 'Corrado Guzzanti', 'Lily McMenamy', 'Elena Bucci']",['Luca Guadagnino']
0,The Taking of Deborah Logan,10/21/2014 ,"['Horror', 'Mystery', 'Thriller']",1h 30m,R,61,English,,,"['snake', 'possession', 'serial killer', 'found footage', 'shaky camera shot']","['Jill Larson', 'Anne Ramsay', 'Michelle Ang', 'Ryan Cutrona', 'Brett Gentile', 'Jeremy DeCarlos', 'Anne Bedian', 'Tonya Bludsworth']",['Adam Robitel']
0,Sabrina,12/15/1995 ,"['Comedy', 'Romance']",2h 7m,PG,61,English,58000000,53672080,"['paris, france', 'sibling relationship', 'chauffeur', 'long island', 'fusion', 'millionaire']","['Harrison Ford', 'Julia Ormond', 'Greg Kinnear', 'Angie Dickinson', 'Nancy Marchand', 'John Wood', 'Richard Crenna', 'Lauren Holly']",['Sydney Pollack']
0,Paycheck,12/25/2003 ,"['Action', 'Adventure', 'Mystery', 'Science Fiction', 'Thriller']",1h 59m,PG-13,61,English,60000000,95427515,"['prophecy', 'engineer', 'scientist', 'millionaire', 'screwball comedy']","['Ben Affleck', 'Aaron Eckhart', 'Uma Thurman', 'Paul Giamatti', 'Colm Feore', 'Joe Morton', 'Michael C. Hall', 'Peter Friedman']",['John Woo']
0,Final Destination 2,01/31/2003 ,"['Horror', 'Mystery']",1h 30m,R,61,English,26000000,90426405,"['ambulance', 'premonition', 'hospital']","['Ali Larter', 'A.J. Cook', 'Michael Landes', 'David Paetkau', 'James Kirk', 'Lynda Boyd', 'Keegan Connor Tracy', 'Jonathan Cherry']",['David R. Ellis']
0,Book Club,05/18/2018 ,"['Comedy', 'Romance', 'Drama']",1h 44m,PG-13,61,English,10000000,78720293,['book club'],"['Diane Keaton', 'Jane Fonda', 'Candice Bergen', 'Mary Steenburgen', 'Craig T. Nelson', 'Andy García', 'Don Johnson', 'Richard Dreyfuss']",['Bill Holderman']
0,Dear White People,10/17/2014 ,"['Comedy', 'Drama']",1h 48m,R,61,English,1000000,,"['post-racial america', 'ivy league college']","['Tessa Thompson', 'Tyler James Williams', 'Kyle Gallner', 'Teyonah Parris', 'Brandon P. Bell', 'Dennis Haysbert', 'Brittany Curran', 'Malcolm Barrett']",['Justin Simien']
0,The Switch,08/20/2010 ,"['Comedy', 'Romance', 'Drama']",1h 41m,PG-13,61,English,19000000,49830607,"['alcohol', 'single parent', 'baby', 'restaurant', 'aquarium', 'sperm', 'pregnancy', 'little boy', 'artificial insemination']","['Jason Bateman', 'Jennifer Aniston', 'Jeff Goldblum', 'Juliette Lewis', 'Todd Louiso', 'Jason Jones', 'Scott Elrod', 'Patrick Wilson']","['Will Speck', 'Josh Gordon']"
0,San Andreas,05/29/2015 ,"['Action', 'Drama', 'Thriller']",1h 54m,PG-13,61,English,110000000,470490832,"['california', 'earthquake', 'catastrophe', 'disaster movie', '3d', 'san andreas', 'san andreas california', 'rescue operation']","['Dwayne Johnson', 'Alexandra Daddario', 'Carla Gugino', 'Ioan Gruffudd', 'Archie Panjabi', 'Paul Giamatti', 'Hugo Johnstone-Burt', 'Art Parkinson']",['Brad Peyton']
0,Red Lights,07/12/2012 ,['Thriller'],1h 59m,R,61,English,14000000,13551174,"['obsession', 'dream', 'experiment', 'talk show', 'revelation', 'fraud', 'clairvoyance', 'paranormal', 'con artist', 'attack', 'psychic', 'skepticism', 'polaroid camera', 'levitation', 'newscaster']","['Sigourney Weaver', 'Robert De Niro', 'Cillian Murphy', 'Elizabeth Olsen', 'Toby Jones', 'Joely Richardson', 'Karen David', 'Craig Roberts']",['Rodrigo Cortés']
0,Death Race,08/22/2008 ,"['Action', 'Thriller', 'Science Fiction']",1h 45m,R,61,English,45000000,73762516,"['car race', 'dystopia', 'matter of life and death', 'street race', 'prison guard', 'prison escape', 'exploding building', 'vehicle combat', 'car crash', 'violence', 'car fire']","['Jason Statham', 'Joan Allen', 'Ian McShane', 'Tyrese Gibson', 'Natalie Martinez', 'Max Ryan', 'Jacob Vargas', 'Jason Clarke']",['Paul W. S. Anderson']
0,Rat Race,08/17/2001 ,"['Adventure', 'Comedy']",1h 52m,PG-13,61,English,48000000,85498534,"['casino', 'running', 'preisgeld', 'millionaire', 'road movie']","['Cuba Gooding Jr.', 'Seth Green', 'Whoopi Goldberg', 'Breckin Meyer', 'Amy Smart', 'John Cleese', 'Wayne Knight', 'Vince Vieluf']",['Jerry Zucker']
0,Dark Skies,02/22/2013 ,"['Science Fiction', 'Thriller', 'Horror']",1h 37m,PG-13,61,English,3500000,25174316,"['supernatural', 'horror', 'alien', 'fear']","['Keri Russell', 'Josh Hamilton', 'Dakota Goyo', 'J.K. Simmons', 'Trevor St. John', 'Annie Thurman', 'Myndy Crist', 'Ron Ostrow']",['Scott Stewart']
0,Rock of Ages,06/15/2012 ,"['Comedy', 'Drama', 'Music', 'Romance']",2h 3m,PG-13,61,English,75000000,59418613,"['rock star', 'musical', 'rocker', 'hollywood', 'teenager', 'young love', '1980s', 'sunset strip']","['Julianne Hough', 'Diego Boneta', 'Tom Cruise', 'Alec Baldwin', 'Russell Brand', 'Malin Åkerman', 'Paul Giamatti', 'Bryan Cranston']",['Adam Shankman']
0,American Pie 2,08/10/2001 ,"['Comedy', 'Romance']",1h 48m,R,61,English,30000000,287553595,"['party', 'summer', 'beach house', 'group of friends', 'gross out comedy', 'tantra', 'mistaken for a special education student', 'superglue', 'sex comedy']","['Jason Biggs', 'Thomas Ian Nicholas', 'Chris Klein', 'Seann William Scott', 'Eddie Kaye Thomas', 'Shannon Elizabeth', 'Alyson Hannigan', 'Natasha Lyonne']",['J.B. Rogers']
0,Wolf Creek 2,04/17/2014 ,"['Horror', 'Thriller']",1h 46m,NR,61,English,8000000,9630444,"['tourist', 'australia', 'psychopath', 'sequel', 'slaughter', 'decapitation', 'slasher', 'torture', 'series of murders', 'violence', 'evil man', 'australian outback']","['John Jarratt', 'Ryan Corr', 'Shannon Ashlyn', 'Philippe Klaus', 'Gerard Kennedy', 'Annie Byron', 'Shane Connor', 'Ben Gerrard']",['Greg McLean']
0,The Bourne Legacy,08/10/2012 ,"['Action', 'Thriller']",2h 15m,PG-13,61,English,130000000,276572938,"['assassin', 'wolf', 'seoul', 'maryland', 'covert operation', 'espionage', 'suicide by gunshot', 'rooftop', 'exploding house', 'laptop', 'tracking device', 'fake id', 'pharmaceutical lab', 'government conspiracy', 'manila philippines', 'hunted', 'false passport', 'alberta canada']","['Jeremy Renner', 'Rachel Weisz', 'Edward Norton', 'Scott Glenn', 'Stacy Keach', 'Joan Allen', 'Donna Murphy', 'Albert Finney']",['Tony Gilroy']
0,Something Borrowed,05/05/2011 ,"['Comedy', 'Drama', 'Romance']",1h 52m,PG-13,61,English,35000000,65090821,"['new york city', 'alcohol', 'based on novel or book', 'secret', 'cheating', 'birthday', 'destroy', 'pregnancy', 'friends', 'flashback', 'crush', 'lawyer', 'best friend', 'wedding', 'relationship', 'celebration', 'roses', 'lying', 'engaged', 'loyal', 'liaison', 'confidant']","['Kate Hudson', 'Ginnifer Goodwin', 'John Krasinski', 'Colin Egglesfield', 'Ashley Williams', 'Steve Howey', 'Jill Eikenberry', 'Leia Thompson']",['Luke Greenfield']
0,Diary of a Wimpy Kid: Dog Days,08/03/2012 ,"['Comedy', 'Family']",1h 34m,PG,61,English,10000000,,"['best friend', 'summer', ""based on children's book"", 'sweet sixteen', 'duringcreditsstinger', 'pool party']","['Zachary Gordon', 'Steve Zahn', 'Robert Capron', 'Devon Bostick', 'Rachael Harris', 'Peyton List', 'Grayson Russell', 'Karan Brar']",['David Bowers']
0,Grave Encounters,09/09/2011 ,"['Thriller', 'Horror']",1h 32m,R,61,English,1000000,,"['camcorder', 'insane asylum', 'paranormal', 'haunting', 'psychiatric hospital', 'ghost hunting', 'paranormal investigation', 'labyrinth', 'mental asylum', 'found footage']","['Sean Rogerson', 'Juan Riedinger', 'Ashleigh Gryzko', 'Mackenzie Gray', 'Arthur Corber', 'Ben Wilkinson', 'Michele Cummins', 'Luis Javier']","['Colin Minihan', 'Stuart Ortiz']"
0,A View to a Kill,05/24/1985 ,"['Adventure', 'Action', 'Thriller']",2h 11m,PG,61,English,30000000,152427960,"['paris, france', 'london, england', 'france', 'england', 'san francisco, california', 'horse race', 'fire', 'helicopter', 'drug abuse', 'terrorist', 'secret identity', 'fire engine', 'villain', 'ascot', 'silicon valley', 'zeppelin', 'earthquake', 'snowboarding', 'microchip', 'doping', 'racehorse', 'flooding', 'pipeline', 'snow', 'british secret service', 'snow skiing', 'firefighter']","['Roger Moore', 'Christopher Walken', 'Tanya Roberts', 'Grace Jones', 'Patrick Macnee', 'Patrick Bauchau', 'David Yip', 'Fiona Fullerton']",['John Glen']
0,Insidious: The Last Key,01/05/2018 ,"['Mystery', 'Horror', 'Thriller']",1h 58m,PG-13,61,English,10000000,167184112,"['medium', 'key', 'haunted house', 'prequel', 'spirit', '1950s']","['Lin Shaye', 'Angus Sampson', 'Leigh Whannell', 'Josh Stewart', 'Caitlin Gerard', 'Spencer Locke', 'Tessa Ferrer', 'Kirk Acevedo']",['Adam Robitel']
0,Let It Snow,11/08/2019 ,"['Romance', 'Comedy']",1h 33m,PG-13,61,English,,,"['based on novel or book', 'pig', 'teen movie', 'lesbian interest', 'lgbt', 'christmas spirit', 'christmas']","['Isabela Merced', 'Shameik Moore', 'Kiernan Shipka', 'Mitchell Hope', 'Odeya Rush', 'Liv Hewson', 'Anna Akana', 'Jacob Batalon']",['Luke Snellin']
0,Maps to the Stars,02/27/2015 ,['Drama'],1h 52m,R,61,English,15000000,1338365,"['schizophrenia', 'suicide', 'fire', 'rehabilitation', 'menage a trois', 'wedding ring', 'satire', 'dysfunctional family', 'blood', 'hollywood', 'drugs', 'incest', 'therapy', 'mental illness', 'narcissism', 'ghost', 'child murder', 'aspiring actor']","['Julianne Moore', 'Mia Wasikowska', 'John Cusack', 'Evan Bird', 'Robert Pattinson', 'Olivia Williams', 'Sarah Gadon', 'Kiara Glasco']",['David Cronenberg']
0,Jackass 3.5,05/12/2011 ,"['Comedy', 'Documentary', 'Action']",1h 25m,18,61,English,,,"['snake', 'buffalo', 'electric shock', 'bungee-jump', 'stunt', 'stuntman', 'stupidity', 'trumpet', 'sequel', 'old man']","['Johnny Knoxville', 'Ryan Dunn', 'Dave England', 'Preston Lacy', 'Bam Margera', 'Ehren McGhehey', 'Steve-O', 'Chris Pontius']",['Jeff Tremaine']
0,The Prince & Me,03/28/2004 ,"['Comedy', 'Romance']",1h 51m,PG,61,English,,,"['secret identity', 'wisconsin', 'prince', 'college', 'modesty', 'romantic comedy', 'student', 'falling in love', 'woman director', 'young adult']","['Julia Stiles', 'Luke Mably', 'Ben Miller', 'Miranda Richardson', 'James Fox', 'Alberta Watson', 'John Bourgeois', 'Zachary Knighton']",['Martha Coolidge']
0,Anything Else,08/27/2003 ,"['Comedy', 'Romance']",1h 48m,R,61,English,,,"['psychoanalysis', 'comedian', 'relationship problems', 'advice', 'experience']","['Jason Biggs', 'Christina Ricci', 'Woody Allen', 'Stockard Channing', 'Danny DeVito', 'Jimmy Fallon', 'Anthony Arkin', 'David Conrad']",['Woody Allen']
0,The Gendarme and the Creatures from Outer Space,11/11/1979 ,"['Comedy', 'Science Fiction']",1h 36m,KN,61,French,,,"['cyborg', 'space invasion', 'gendarmerie', 'saint tropez', 'alien']","['Louis de Funès', 'Michel Galabru', 'Maurice Risch', 'Jean-Pierre Rambal', 'Guy Grosso', 'Michel Modo', 'France Rumilly', 'Jean-Roger Caussimon']",['Jean Girault']
0,Get Smart,06/19/2008 ,"['Action', 'Comedy', 'Thriller']",1h 50m,PG-13,61,English,80000000,230685453,"['dancing', 'spy', 'terrorist', 'traitor', 'airplane', 'violin', 'based on tv series', 'legs']","['Steve Carell', 'Anne Hathaway', 'Dwayne Johnson', 'Alan Arkin', 'Terence Stamp', 'Terry Crews', 'David Koechner', 'James Caan']",['Peter Segal']
0,The Expendables,08/03/2010 ,"['Thriller', 'Adventure', 'Action']",1h 43m,R,61,English,80000000,274470394,"['tattoo', 'martial arts', 'sniper', 'island', 'mercenary', 'bridge', 'rescue', 'escape', 'church', 'drugs', 'blade', 'ensemble cast', 'duringcreditsstinger']","['Sylvester Stallone', 'Jason Statham', 'Jet Li', 'Dolph Lundgren', 'Eric Roberts', 'Randy Couture', 'Steve Austin', 'David Zayas']",['Sylvester Stallone']
0,Elizabethtown,10/06/2005 ,"['Comedy', 'Drama', 'Romance']",2h 3m,PG-13,61,English,57000000,52034889,"['suicide', 'hotel room', 'suicide attempt', 'new love', 'funeral', 'airplane', 'lovers', 'falling in love']","['Orlando Bloom', 'Kirsten Dunst', 'Susan Sarandon', 'Alec Baldwin', 'Bruce McGill', 'Judy Greer', 'Jessica Biel', 'Paul Schneider']",['Cameron Crowe']
0,Our Idiot Brother,08/26/2011 ,"['Comedy', 'Drama']",1h 30m,R,61,English,5000000,24816118,"['sibling relationship', 'family clan', 'idealist', 'duringcreditsstinger']","['Paul Rudd', 'Elizabeth Banks', 'Zooey Deschanel', 'Emily Mortimer', 'Adam Scott', 'Kathryn Hahn', 'Hugh Dancy', 'Steve Coogan']",['Jesse Peretz']
0,The Texas Chainsaw Massacre,10/17/2003 ,['Horror'],1h 38m,R,61,English,9500000,107071655,"['trauma', 'psychopath', 'stalker', 'friends', 'remake', 'murder', 'gore', 'blood', 'hitchhiker', 'chainsaw', 'torture', 'violence', 'cannibal', 'killer', 'family']","['Jessica Biel', 'Jonathan Tucker', 'Erica Leerhsen', 'Mike Vogel', 'Eric Balfour', 'Andrew Bryniarski', 'R. Lee Ermey', 'David Dorfman']",['Marcus Nispel']
0,Entrapment,04/30/1999 ,"['Romance', 'Drama', 'Mystery']",1h 52m,PG-13,61,English,66000000,212404396,"['london, england', ""new year's eve"", 'skyscraper', 'burglar', 'distrust', 'undercover', 'blackmail', 'thief', 'heist', 'older man younger woman relationship', 'art thief', 'criminal', 'art theft', 'millennium', 'manhattan, new york city', 'gala', 'kuala lumpur malaysia']","['Sean Connery', 'Catherine Zeta-Jones', 'Will Patton', 'Maury Chaykin', 'Ving Rhames', 'Kevin McNally', ""Terry O'Neill"", 'Madhav Sharma']",['Jon Amiel']
0,Lost Girls,03/13/2020 ,"['Drama', 'Mystery', 'Thriller']",1h 35m,R,61,English,,,"['prostitute', 'based on novel or book', 'police chief', 'investigation', 'long island', 'based on a true story', 'serial killer', 'doctor', 'missing person']","['Amy Ryan', 'Thomasin McKenzie', 'Lola Kirke', 'Gabriel Byrne', 'Oona Laurence', 'Dean Winters', 'Molly Brown', 'Kevin Corrigan']",['Liz Garbus']
0,The Joneses,04/23/2010 ,"['Comedy', 'Drama']",1h 36m,R,61,English,10000000,7022728,"['materialism', 'duringcreditsstinger']","['David Duchovny', 'Demi Moore', 'Amber Heard', 'Benjamin Hollingsworth', 'Lauren Hutton', 'Catherine Dyer', 'Gary Cole', 'Glenne Headly']",['Derrick Borte']
